timestamp,kpi_id,entity_id,value
01-11-2025 00:00,1001,LNCEL_1,13
01-11-2025 01:00,1001,LNCEL_1,11
01-11-2025 02:00,1001,LNCEL_1,12
01-11-2025 03:00,1001,LNCEL_1,9
01-11-2025 04:00,1001,LNCEL_1,8
01-11-2025 05:00,1001,LNCEL_1,4
01-11-2025 06:00,1001,LNCEL_1,5
01-11-2025 07:00,1001,LNCEL_1,2
01-11-2025 09:00,1001,LNCEL_1,5
01-11-2025 10:00,1001,LNCEL_1,9
01-11-2025 11:00,1001,LNCEL_1,14
01-11-2025 12:00,1001,LNCEL_1,18
01-11-2025 13:00,1001,LNCEL_1,17
01-11-2025 14:00,1001,LNCEL_1,19
01-11-2025 15:00,1001,LNCEL_1,21
01-11-2025 16:00,1001,LNCEL_1,15
01-11-2025 17:00,1001,LNCEL_1,15
01-11-2025 18:00,1001,LNCEL_1,11
01-11-2025 19:00,1001,LNCEL_1,12
01-11-2025 20:00,1001,LNCEL_1,13
01-11-2025 21:00,1001,LNCEL_1,17
01-11-2025 23:00,1001,LNCEL_1,19
01-11-2025 23:00,1001,LNCEL_1,19
02-11-2025 00:00,1001,LNCEL_1,16
02-11-2025 01:00,1001,LNCEL_1,13
02-11-2025 02:00,1001,LNCEL_1,9
02-11-2025 03:00,1001,LNCEL_1,8
02-11-2025 04:00,1001,LNCEL_1,3
02-11-2025 05:00,1001,LNCEL_1,2
02-11-2025 07:00,1001,LNCEL_1,1
02-11-2025 09:00,1001,LNCEL_1,3
02-11-2025 09:00,1001,LNCEL_1,3
02-11-2025 10:00,1001,LNCEL_1,6
02-11-2025 12:00,1001,LNCEL_1,12
02-11-2025 12:00,1001,LNCEL_1,12
02-11-2025 14:00,1001,LNCEL_1,18
02-11-2025 18:00,1001,LNCEL_1,13
02-11-2025 21:00,1001,LNCEL_1,13
02-11-2025 22:00,1001,LNCEL_1,15
02-11-2025 23:00,1001,LNCEL_1,17
03-11-2025 00:00,1001,LNCEL_1,15
03-11-2025 01:00,1001,LNCEL_1,12
03-11-2025 02:00,1001,LNCEL_1,9
03-11-2025 03:00,1001,LNCEL_1,6
03-11-2025 04:00,1001,LNCEL_1,3
03-11-2025 05:00,1001,LNCEL_1,2
03-11-2025 06:00,1001,LNCEL_1,2
03-11-2025 07:00,1001,LNCEL_1,1
03-11-2025 08:00,1001,LNCEL_1,1
03-11-2025 09:00,1001,LNCEL_1,2
03-11-2025 10:00,1001,LNCEL_1,4
03-11-2025 11:00,1001,LNCEL_1,4
03-11-2025 12:00,1001,LNCEL_1,6
03-11-2025 13:00,1001,LNCEL_1,10
03-11-2025 14:00,1001,LNCEL_1,10
03-11-2025 15:00,1001,LNCEL_1,13
03-11-2025 17:00,1001,LNCEL_1,14
03-11-2025 18:00,1001,LNCEL_1,15
03-11-2025 19:00,1001,LNCEL_1,17
03-11-2025 20:00,1001,LNCEL_1,77
03-11-2025 21:00,1001,LNCEL_1,83
03-11-2025 22:00,1001,LNCEL_1,26
03-11-2025 23:00,1001,LNCEL_1,23
04-11-2025 00:00,1001,LNCEL_1,48
04-11-2025 01:00,1001,LNCEL_1,43
04-11-2025 03:00,1001,LNCEL_1,7
04-11-2025 04:00,1001,LNCEL_1,9
04-11-2025 05:00,1001,LNCEL_1,4
04-11-2025 07:00,1001,LNCEL_1,2
04-11-2025 08:00,1001,LNCEL_1,3
04-11-2025 09:00,1001,LNCEL_1,6
04-11-2025 10:00,1001,LNCEL_1,6
04-11-2025 11:00,1001,LNCEL_1,11
04-11-2025 12:00,1001,LNCEL_1,11
04-11-2025 13:00,1001,LNCEL_1,11
04-11-2025 14:00,1001,LNCEL_1,10
04-11-2025 15:00,1001,LNCEL_1,11
04-11-2025 16:00,1001,LNCEL_1,10
04-11-2025 17:00,1001,LNCEL_1,10
04-11-2025 18:00,1001,LNCEL_1,10
04-11-2025 19:00,1001,LNCEL_1,9
04-11-2025 20:00,1001,LNCEL_1,12
04-11-2025 21:00,1001,LNCEL_1,9
04-11-2025 22:00,1001,LNCEL_1,10
04-11-2025 23:00,1001,LNCEL_1,9
05-11-2025 00:00,1001,LNCEL_1,7
05-11-2025 01:00,1001,LNCEL_1,9
05-11-2025 02:00,1001,LNCEL_1,7
05-11-2025 03:00,1001,LNCEL_1,4
05-11-2025 04:00,1001,LNCEL_1,4
05-11-2025 05:00,1001,LNCEL_1,2
05-11-2025 06:00,1001,LNCEL_1,2
05-11-2025 07:00,1001,LNCEL_1,1
05-11-2025 08:00,1001,LNCEL_1,2
05-11-2025 09:00,1001,LNCEL_1,2
05-11-2025 10:00,1001,LNCEL_1,5
05-11-2025 11:00,1001,LNCEL_1,10
05-11-2025 12:00,1001,LNCEL_1,12
05-11-2025 13:00,1001,LNCEL_1,9
05-11-2025 14:00,1001,LNCEL_1,11
05-11-2025 15:00,1001,LNCEL_1,9
05-11-2025 16:00,1001,LNCEL_1,9
05-11-2025 17:00,1001,LNCEL_1,10
05-11-2025 18:00,1001,LNCEL_1,9
05-11-2025 19:00,1001,LNCEL_1,10
05-11-2025 20:00,1001,LNCEL_1,13
05-11-2025 21:00,1001,LNCEL_1,9
05-11-2025 22:00,1001,LNCEL_1,9
05-11-2025 23:00,1001,LNCEL_1,8
06-11-2025 00:00,1001,LNCEL_1,6
06-11-2025 01:00,1001,LNCEL_1,6
06-11-2025 02:00,1001,LNCEL_1,5
06-11-2025 03:00,1001,LNCEL_1,4
06-11-2025 04:00,1001,LNCEL_1,4
06-11-2025 05:00,1001,LNCEL_1,2
06-11-2025 07:00,1001,LNCEL_1,1
06-11-2025 07:00,1001,LNCEL_1,1
06-11-2025 08:00,1001,LNCEL_1,2
06-11-2025 09:00,1001,LNCEL_1,3
06-11-2025 10:00,1001,LNCEL_1,6
06-11-2025 13:00,1001,LNCEL_1,8
06-11-2025 13:00,1001,LNCEL_1,8
06-11-2025 16:00,1001,LNCEL_1,7
06-11-2025 16:00,1001,LNCEL_1,7
06-11-2025 17:00,1001,LNCEL_1,8
06-11-2025 17:00,1001,LNCEL_1,8
06-11-2025 18:00,1001,LNCEL_1,7
06-11-2025 19:00,1001,LNCEL_1,8
06-11-2025 20:00,1001,LNCEL_1,11
06-11-2025 21:00,1001,LNCEL_1,14
06-11-2025 22:00,1001,LNCEL_1,10
06-11-2025 23:00,1001,LNCEL_1,8
07-11-2025 00:00,1001,LNCEL_1,6
07-11-2025 01:00,1001,LNCEL_1,7
07-11-2025 02:00,1001,LNCEL_1,6
07-11-2025 03:00,1001,LNCEL_1,5
07-11-2025 04:00,1001,LNCEL_1,3
07-11-2025 05:00,1001,LNCEL_1,2
07-11-2025 06:00,1001,LNCEL_1,1
07-11-2025 07:00,1001,LNCEL_1,1
07-11-2025 09:00,1001,LNCEL_1,3
07-11-2025 10:00,1001,LNCEL_1,6
07-11-2025 11:00,1001,LNCEL_1,10
07-11-2025 12:00,1001,LNCEL_1,12
07-11-2025 13:00,1001,LNCEL_1,13
07-11-2025 14:00,1001,LNCEL_1,10
07-11-2025 15:00,1001,LNCEL_1,10
07-11-2025 16:00,1001,LNCEL_1,13
07-11-2025 17:00,1001,LNCEL_1,11
07-11-2025 18:00,1001,LNCEL_1,11
07-11-2025 19:00,1001,LNCEL_1,9
07-11-2025 20:00,1001,LNCEL_1,16
09-11-2025 21:00,1001,LNCEL_1,15
09-11-2025 21:00,1001,LNCEL_1,15
09-11-2025 22:00,1001,LNCEL_1,19
09-11-2025 22:00,1001,LNCEL_1,19
09-11-2025 23:00,1001,LNCEL_1,100
10-11-2025 00:00,1001,LNCEL_1,98
10-11-2025 01:00,1001,LNCEL_1,53
10-11-2025 02:00,1001,LNCEL_1,11
10-11-2025 03:00,1001,LNCEL_1,7
10-11-2025 08:00,1001,LNCEL_1,3
10-11-2025 08:00,1001,LNCEL_1,3
10-11-2025 08:00,1001,LNCEL_1,3
10-11-2025 09:00,1001,LNCEL_1,3
10-11-2025 09:00,1001,LNCEL_1,3
10-11-2025 09:00,1001,LNCEL_1,3
10-11-2025 10:00,1001,LNCEL_1,5
10-11-2025 11:00,1001,LNCEL_1,14
10-11-2025 12:00,1001,LNCEL_1,10
10-11-2025 13:00,1001,LNCEL_1,8
10-11-2025 14:00,1001,LNCEL_1,9
10-11-2025 15:00,1001,LNCEL_1,8
10-11-2025 16:00,1001,LNCEL_1,9
10-11-2025 17:00,1001,LNCEL_1,14
10-11-2025 18:00,1001,LNCEL_1,16
10-11-2025 19:00,1001,LNCEL_1,13
10-11-2025 20:00,1001,LNCEL_1,13
11-11-2025 02:00,1001,LNCEL_1,6
11-11-2025 03:00,1001,LNCEL_1,4
11-11-2025 04:00,1001,LNCEL_1,4
11-11-2025 05:00,1001,LNCEL_1,1
11-11-2025 06:00,1001,LNCEL_1,1
11-11-2025 07:00,1001,LNCEL_1,1
11-11-2025 08:00,1001,LNCEL_1,1
11-11-2025 09:00,1001,LNCEL_1,3
11-11-2025 10:00,1001,LNCEL_1,5
11-11-2025 11:00,1001,LNCEL_1,8
11-11-2025 12:00,1001,LNCEL_1,10
11-11-2025 13:00,1001,LNCEL_1,8
11-11-2025 14:00,1001,LNCEL_1,9
11-11-2025 15:00,1001,LNCEL_1,8
11-11-2025 16:00,1001,LNCEL_1,7
11-11-2025 17:00,1001,LNCEL_1,8
11-11-2025 18:00,1001,LNCEL_1,10
11-11-2025 19:00,1001,LNCEL_1,8
11-11-2025 20:00,1001,LNCEL_1,12
11-11-2025 21:00,1001,LNCEL_1,10
11-11-2025 22:00,1001,LNCEL_1,9
11-11-2025 23:00,1001,LNCEL_1,9
12-11-2025 00:00,1001,LNCEL_1,7
12-11-2025 01:00,1001,LNCEL_1,5
12-11-2025 02:00,1001,LNCEL_1,5
12-11-2025 03:00,1001,LNCEL_1,4
12-11-2025 04:00,1001,LNCEL_1,4
12-11-2025 05:00,1001,LNCEL_1,3
12-11-2025 07:00,1001,LNCEL_1,2
12-11-2025 07:00,1001,LNCEL_1,2
12-11-2025 08:00,1001,LNCEL_1,1
12-11-2025 09:00,1001,LNCEL_1,3
12-11-2025 10:00,1001,LNCEL_1,5
